fecha,tipo_servicio,nombre_servicio,puntuacion,comentario,idioma
2021-08-22,Servicio,Comercializadora VCRE S.A. Tienda,4,¡WOW! ¡QUÉ EXPERIENCIA TAN INCREÍBLE EN COMERCIALIZADORA VCRE S.A. TIENDA!!! �✨ Desde el momento en que entré me sorprendió la EFICIENCIA del personal. Todo estaba BIEN ORGANIZADO y el proceso fue SUPER RÁPIDO. ¡El tiempo de espera fue MÍNIMO! 🕒💨 En serio no me lo esperaba ¡fue como magia! Quiero destacar a MARÍA una empleada que me atendió con una SONRISA ENORME y fue MUY AMABLE. ¡Ella me explicó todo con DETALLE y me ayudó a encontrar exactamente lo que necesitaba! ¡GRACIAS MARÍA ERES UNA ESTRELLA! 🌟 El único detalle que le pondría es que podrían mejorar un poco la señal,
2022-02-21,Servicio,Suministros BL S.Coop. Restaurante,3,"Experiencia promedio. gran variedad de opciones, aunque instalaciones descuidadas.",
2021-12-21,Ruta,Simplivity Springs - Alletra City,3,"Experiencia promedio. transporte cómodo, aunque transporte incómodo.",
2022-07-01,Servicio,Enrique Roca Español S.C.P Atracción,4,Experiencia agradable. gran variedad de opciones. Recomendable.,
2020-08-23,Ruta,HPE Innovation Hub - Simplivity Springs,3,"Experiencia promedio. puntos de interés fascinantes, aunque transporte incómodo.",
2021-10-28,Servicio,Fabián Falcó Martin S.A.T. Museo,2,Bastante decepcionante. personal poco profesional. Esperaba más.,
2022-06-24,Servicio,Sola y asociados S.Com. Restaurante,3,"Experiencia promedio. servicio rápido, aunque mala relación calidad-precio.",
2021-09-29,Hotel,Aruba Luxury Lodge,5,Experiencia increíble. excelente ubicación. Lo mejor: excelente ubicación.,
2024-09-25,Ruta,GreenLake Shores - Alletra City,3,"Experiencia promedio. bien organizada, aunque puntos de interés cerrados.",
2024-09-03,Hotel,Primera Grand,5,Experiencia increíble. desayuno delicioso. Lo mejor: excelente ubicación.,
2020-07-04,Hotel,Alletra Resort,4,¡Ah el 'Alletra Resort'... qué *experiencia inolvidable*! Si lo que buscas es un lugar donde las 'amenidades' te dejen con más preguntas que respuestas este es tu sitio. La piscina por ejemplo era tan 'cálida y acogedora' que parecía un caldo de pollo... perfecta si te gusta nadar en algo que podría ser un experimento científico. Y no hablemos del gimnasio con sus máquinas que parecían reliquias de los años 80... ¡qué encanto vintage! El personal por su parte estaba *tan atento* que casi sentí que me seguían a todas partes... aunque curiosamente nunca estaban cuando necesitaba algo. Una noche después de esperar 45 minutos para que alguien arreglara el aire acondicionado que son,
2020-07-12,Ruta,Alletra City - GreenLake Shores,4,Buena ruta en general. vistas impresionantes. Solo un punto de interés estaba en renovación.,
2021-08-15,Ruta,Composable Cloud - Apollo Heights,3,La ruta turística 'Composable Cloud - Apollo Heights' ofrece una experiencia mixta. Las atracciones son interesantes especialmente el mirador en Apollo Heights que brinda vistas impresionantes de los valles circundantes. Sin embargo algunas áreas parecían descuidadas y faltaba mantenimiento en ciertos puntos clave. La señalización es confusa en varios tramos lo que dificulta la orientación especialmente para quienes visitan por primera vez. El paisaje es sin duda el punto fuerte con montañas escarpadas y bosques frondosos que hacen que el viaje valga la pena. En cuanto al transporte las opciones son limitadas; el aut,
2023-01-01,Hotel,ProLiant Place,4,Experiencia agradable. desayuno delicioso. Recomendable.,
2021-06-23,Hotel,ProLiant Towers,5,Experiencia increíble. instalaciones modernas. Lo mejor: instalaciones modernas.,
2020-08-10,Ruta,Apollo Heights - Nimble Peak,4,¡¡¡WOW QUÉ EXPERIENCIA INCREÍBLE EN LA RUTA 'APOLLO HEIGHTS - NIMBLE PEAK'!!! 😍✨ ¡Fue un viaje que NUNCA olvidaré! La duración fue PERFECTA unas 4-5 horas en total lo que me permitió disfrutar sin sentirme apurado. ¡Las atracciones son ESPECTACULARES! Desde miradores que te dejan SIN ALIENTO hasta cascadas escondidas que parecen sacadas de un cuento de hadas. ¡El paisaje es simplemente ALUCINANTE! Montañas imponentes bosques frondosos y un cielo tan azul que parece pintado. 😱🏞️ En cuanto a la dificultad diría que es MODERADA. ¡No es para principiantes pero tampoco imposible! Hubo,
2022-01-12,Hotel,Apollo Resort & Spa,3,"Experiencia promedio. habitaciones cómodas, pero ruido excesivo.",
2019-02-02,Ruta,GreenLake Shores - Alletra City,3,"Ruta aceptable. guía muy informativo, pero demasiado larga.",
2020-10-01,Servicio,Instalaciones Española S.L.L. Restaurante,4,¡Mi experiencia con Instalaciones Española S.L.L. Restaurante fue muy positiva en general! El servicio que ofrecen tiene un excelente valor por el precio ya que la calidad de los materiales y la atención al detalle son notables. Los profesionales que atendieron mi caso demostraron un alto nivel de conocimiento y eficiencia lo que me dio mucha confianza desde el principio. Sin embargo hubo un pequeño problema con la instalación de una lámpara que no quedó del todo bien ajustada pero debo destacar que el equipo resolvió la situación rápidamente y con mucha amabilidad. En menos de 24 horas enviaron a un técnico que solucionó el inconveniente sin coste adicional. Aunque no fue perfecto desde el inicio su capacidad para resolver problemas y su actitud proactiva merecen reconocimiento. Por eso les doy 4/5 estrellas.,
2023-05-12,Ruta,HPE Innovation Hub - Simplivity Springs,5,¡Ruta espectacular! puntos de interés fascinantes. guía muy informativo. Imprescindible.,
2019-06-04,Servicio,Transportes Haro y asociados S.Com. Parque,4,Experiencia agradable. instalaciones impecables. Recomendable.,
2021-11-09,Hotel,Synergy Golden Grand Hotel,4,Buena estancia en general. instalaciones modernas. Solo el check-out podría ser más tarde.,
2022-08-06,Ruta,Nimble Peak - GreenLake Shores,2,Por debajo de las expectativas. guía poco informado. Hay mejores opciones.,
2024-11-14,Hotel,ProLiant Towers,4,Experiencia agradable. habitaciones cómodas. Recomendable.,
2024-03-14,Ruta,Ezmeral Valley - Alletra City,2,Ruta poco interesante. guía poco informado. Esperaba más.,
2022-08-22,Ruta,Alletra City - ProLiant Village,1,Ruta decepcionante. demasiado larga. No la recomiendo.,
2024-08-20,Ruta,Apollo Heights - Composable Cloud,5,¡Ruta espectacular! vistas impresionantes. transporte cómodo. Imprescindible.,
2019-11-22,Hotel,InfoSight Boutique Hotel,5,Experiencia increíble. desayuno delicioso. Lo mejor: habitaciones cómodas.,
2024-02-15,Ruta,Alletra City - ProLiant Village,3,"Ruta aceptable. transporte cómodo, pero transporte incómodo.",
2022-12-27,Hotel,Apollo Diamond Suites,4,Buena estancia en general. instalaciones modernas. Solo el wifi era un poco lento.,
2020-06-03,Hotel,dHCI Platinum Beach Resort,5,Excelente hotel. desayuno delicioso. instalaciones modernas. ¡Volveré seguro!,
2019-03-11,Hotel,GreenLake Platinum Heritage Inn,5,Excelente hotel. excelente ubicación. excelente ubicación. ¡Volveré seguro!,
2020-12-28,Ruta,Simplivity Springs - Nimble Peak,1,Experiencia muy mala. puntos de interés cerrados. Eviten esta ruta.,
2020-09-13,Ruta,Composable Cloud - Apollo Heights,1,CHE DISASTRO ASSOLUTO!!! LA ROTTA TURISTICA 'COMPOSABLE CLOUD - APOLLO HEIGHTS' È STATA LA PEGGIORE ESPERIENZA DELLA MIA VITA!!! Non riesco nemmeno a credere di aver speso soldi per questa TRUFFA!!! Partiamo dalla DIFFICOLTÀ: pensavo fosse una passeggiata rilassante ma invece è stata una SCALATA IMPOSSIBILE!!! Sentieri mal segnalati scale a picco e nessun aiuto per i turisti!!! Mi sono sentito come se stessi partecipando a una maratona estrema non a una gita turistica!!! E che dire dei MEZZI DI TRASPORTO?!?! UN INCUBO!!! Gli autobus erano sempre in ritardo sovraffollati e con l'aria condizionata rotta!!! Ho passato ORE ad aspettare sotto il sole cocente senza sapere se sarei mai arrivato a destinazione!!! E quando finalmente sono salito il conducente sembrava non avere idea di dove stesse andando!!! ASSURDO!!! La DURATA?!?! UN'ETERNITÀ!!! La guida prometteva un tour di 3 ore ma siamo stati in giro per più di 6 ore!!! Senza pause senza cibo,
2023-03-18,Ruta,Apollo Heights - Composable Cloud,5,Experiencia inolvidable. bien organizada. Lo mejor: guía muy informativo.,
2019-07-11,Ruta,ProLiant Village - Aruba Central,3,"Ruta aceptable. puntos de interés fascinantes, pero puntos de interés cerrados.",
2020-06-10,Servicio,Hermanos Torres S.A. Tienda,3,Mi experiencia en Hermanos Torres S.A. Tienda fue mixta. Por un lado el producto que adquirí era de buena calidad pero tuve un problema con el tamaño ya que no coincidía con lo que había pedido. Al contactar al servicio de atención al cliente la comunicación fue algo lenta y poco clara. Me costó obtener respuestas concretas sobre cómo resolver el problema. Finalmente lograron enviarme el producto correcto pero el proceso tomó más tiempo del esperado y no me ofrecieron ninguna compensación por la inconveniencia. Aprecio que resolvieron el problema pero la falta de agilidad y claridad en la comunicación dejó mucho que,
2024-11-29,Servicio,Inmobiliaria HUZ S.Coop. Atracción,4,Buen servicio en general. personal atento. Solo un detalle del menú no estaba disponible.,
2021-05-21,Ruta,Alletra City - ProLiant Village,2,**Reseña de 2/5 estrellas: Ruta turística 'Alletra City - ProLiant Village'** Mi experiencia en esta ruta fue en una palabra frustrante. Comenzaré por el aspecto de la dificultad: aunque la ruta se promociona como 'apta para todos' la verdad es que hay varios tramos que resultan bastante complicados especialmente para personas que no están acostumbradas a caminar largas distancias o a terrenos irregulares. En mi caso tuve que lidiar con un sendero lleno de piedras sueltas que hizo que el trayecto fuera incómodo y hasta peligroso en algunos momentos. No recomendaría esta ruta a familias con niños pequeños o a personas con movilidad reducida. En cuanto a la accesibilidad es prácticamente nula. No hay rampas ni facilidades para personas,
2024-10-12,Hotel,dHCI Executive Boutique Hotel,5,Experiencia increíble. excelente ubicación. Lo mejor: desayuno delicioso.,
2019-05-03,Ruta,GreenLake Shores - Composable Cloud,5,¡Qué experiencia tan increíble en la ruta turística 'GreenLake Shores - Composable Cloud'! Sin duda le doy 5/5 estrellas. La duración del recorrido fue perfecta: un día completo que permitió disfrutar de cada detalle sin sentir prisa. El transporte estuvo impecable con un autobús cómodo y puntual que nos llevó por paisajes impresionantes desde bosques frondosos hasta lagos cristalinos. Aunque había varios turistas la organización fue tan buena que nunca sentí aglomeraciones. De hecho el grupo era lo suficientemente pequeño como para que todos pudiéramos interactuar y disfrutar sin problemas. Un momento que nunca olvidaré fue cuando llegamos al mirador sobre el lago GreenLake. La vista era tan impresionante que todos nos quedamos en silencio por unos segundos admirando la belleza natural. Además nuestro guía Carlos fue excepcional. No solo conocía cada rincón del lugar sino que también compartió historias fascinantes sobre la historia y la ecología de la zona. También conocí a una compañera de viaje llamada Ana con quien compartí risas y anécdotas durante el almuerzo en un pequeño restaurante local. ¡La comida casera fue el complemento perfecto para,
2021-01-29,Ruta,ProLiant Village - GreenLake Shores,2,**Reseña de 2/5 estrellas: ProLiant Village - GreenLake Shores** Mi experiencia en la ruta turística 'ProLiant Village - GreenLake Shores' fue bastante decepcionante. Comenzando por las atracciones esperaba algo más emocionante y único pero la mayoría de los puntos de interés eran bastante genéricos y carecían de originalidad. Parecía más un recorrido diseñado para cumplir con un checklist que para ofrecer una experiencia memorable. En cuanto al paisaje aunque el lago tiene su encanto el entorno en general no estaba bien cuidado. Había basura en algunas áreas y la vegetación parecía descuidada lo que restaba mucho a la belleza natural que podría haber tenido. No sentí esa conexión con la naturaleza que esperaba en un lugar llamado 'GreenLake Shores'. El valor por el precio fue otro,
2021-02-25,Hotel,Primera Grand,3,"Aceptable, pero con margen de mejora. habitaciones sucias.",
2021-07-17,Servicio,Banco Camps y asociados S.Com. Tienda,1,1/5 stars - Absolutely disappointed with my experience at Banco Camps y Asociados S.Com. Tienda! The value for the services provided is practically nonexistent. I paid for what I thought would be a professional and efficient experience but instead I was met with subpar facilities and a complete lack of care. The waiting area was cramped outdated and uncomfortable which only added to the frustration of an already unpleasant visit. When I encountered an issue with my transaction the problem resolution process was a nightmare! The staff seemed indifferent and unbothered offering no real solutions or even a sincere apology. It took multiple attempts and hours of my time just to get a basic explanation let alone a resolution. The lack of professionalism was shocking—no one seemed to know what they were doing and the communication was beyond poor. I specifically went in to resolve a billing discrepancy and instead of receiving clear guidance I was passed around from one person to another like a hot potato! No one took ownership of the issue and I left feeling more confused and frustrated than when I arrived. To anyone considering using their services I strongly advise you to think twice! There are far better options out there that actually value their customers and provide competent professional service. Save yourself the headache and avoid Banco Camps y Asociados S.Com. Tienda at all costs! This was hands down one of the worst customer service experiences I’ve ever had.,
2021-07-24,Servicio,Hermanos Gallo S.L. Tour Guiado,2,Servicio deficiente. personal poco profesional. Necesita mejorar mucho.,
2022-06-05,Hotel,Aruba Lodge,5,Experiencia increíble. instalaciones modernas. Lo mejor: personal amable.,
2022-11-27,Hotel,ProLiant Towers,5,Experiencia increíble. instalaciones modernas. Lo mejor: excelente ubicación.,
2020-11-11,Servicio,Benigna Iglesias Alberdi S.L. Museo,2,Servicio deficiente. falta de opciones. Necesita mejorar mucho.,
